date,position,song,artist,popularity,duration_ms,album_type,total_tracks,is_explicit,album_cover_url
26-12-2024,46,Santa Baby (feat. Helene Fischer),Robbie Williams,66,207240,album,28,FALSE,https://i.scdn.co/image/ab67616d0000b2731867c1a82b47e642b3566f6a
26-12-2024,47,Strangers,Kenya Grace,95,172964,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2734756c2e9ae436437cd75e9f3
26-12-2024,48,Meuda,Tiakola,75,152546,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b2731bbc72ff946f55d4d3188062
26-12-2024,49,Vive le vent,Dalida,35,155346,album,24,FALSE,https://i.scdn.co/image/ab67616d0000b2734172ee772da70b2f936ba119
26-12-2024,50,My Only Wish (This Year),Britney Spears,88,255400,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27316ed688a08ecd351560f4566
27-12-2024,1,All I Want for Christmas Is You,Mariah Carey,100,241106,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b2734246e3158421f5abb75abc4f
27-12-2024,2,Last Christmas - Single Version,Wham!,89,265960,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2734b68569ae3fdd6fcd0f98615
27-12-2024,3,Petit génie,Jungeli & Imen Es & Alonzo,80,217259,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2737b6ae17633cbb6f9c1b5d4ac
27-12-2024,4,It's the Most Wonderful Time of the Year,Andy Williams,79,151000,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273585897779cf3591ba0f07650
27-12-2024,5,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,95,117146,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2736d88028a85c771f37374c8ea
27-12-2024,6,Snowman,Sia,94,165900,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273d1410c1372fab1e516328fa8
27-12-2024,7,FLASHBACK,Favé,76,176120,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b273bed20ca2a508148c3f8cffd8
27-12-2024,8,It's Beginning to Look a Lot like Christmas,Michael Bublé,87,207199,album,21,FALSE,https://i.scdn.co/image/ab67616d0000b2732ead7786631d8dd3b59be4f0
27-12-2024,9,Sleigh Ride,The Ronettes,84,181266,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b2731f0d5a8ff630fd5944c3936d
27-12-2024,10,Rockin' Around The Christmas Tree,Brenda Lee,98,126266,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2737845f74d6db14b400fa61cd3
27-12-2024,11,Merry Christmas,Ed Sheeran & Elton John,89,208546,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273b629026e4cf6254a90dfc414
27-12-2024,12,Holly Jolly Christmas,Michael Bublé,83,119786,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b27395517befb15ad5d63af701ab
27-12-2024,13,Si No Estás,iñigo quintero,96,184061,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2735cb9531348f45311cd6fb8df
27-12-2024,14,LAISSE MOI,KeBlack,79,168620,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273ab5360bcfb07322f015687e1
27-12-2024,15,Casanova,Soolking & Gazo,83,189090,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2735e90edde8fea572f0400c369
27-12-2024,16,Jingle Bell Rock,Bobby Helms,94,130973,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b273fd56f3c7a294f5cfe51c7b17
27-12-2024,17,Santa Tell Me,Ariana Grande,96,204093,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273a1db745e63940bc06985dea5
27-12-2024,18,Bécane - A COLORS SHOW,Yamê,83,182440,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2737dfba3f3ae607f250cdd969c
27-12-2024,19,Happy Xmas (War Is Over) - Remastered 2010,John Lennon,92,214333,compilation,119,FALSE,https://i.scdn.co/image/ab67616d0000b27361a389971d7842d02b0623ab
27-12-2024,20,J'fais plaisir à la zone,Jul,73,183106,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b2734967a6d7e47e5da99c4c2400
27-12-2024,21,Mistletoe,Justin Bieber,92,182946,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b273af0aff7f601df9ed6d2d531d
27-12-2024,22,Christmas (Baby Please Come Home),Mariah Carey,88,153240,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b2734246e3158421f5abb75abc4f
27-12-2024,23,Saiyan,Heuss L'enfoiré,74,189840,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b273e867057ecb11903ffe53224b
27-12-2024,24,Feliz Navidad,José Feliciano,88,182066,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b273c8ac560f803bba4902f8bbc5
27-12-2024,25,The Christmas Song (Merry Christmas To You),Nat King Cole,75,190973,album,36,FALSE,https://i.scdn.co/image/ab67616d0000b273deac5adf07affb5fec422701
27-12-2024,26,greedy,Tate McRae,98,131872,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8
27-12-2024,27,NOTRE DAME,Gazo & Tiakola,77,216386,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b2737dfe25eb478d69089abbaec1
27-12-2024,28,Bolide allemand,SDM,78,176746,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b273455e89dbf3ce2e6d337be1d0
27-12-2024,29,I love you,Dadju & Tayc,75,238344,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27324805a68fdded5f9cec3f69c
27-12-2024,30,I Wish You A Merry Christmas - Remastered 2006,Bing Crosby,75,115266,compilation,16,FALSE,https://i.scdn.co/image/ab67616d0000b2737459a0913548d00ff4455259
27-12-2024,31,Lose Control,Teddy Swims,84,210688,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b2731a0323cc23419360a34a3ace
27-12-2024,32,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,91,155453,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b273df1066335619efa75889bcfc
27-12-2024,33,O Holy Night,Mariah Carey,82,266933,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b2734246e3158421f5abb75abc4f
27-12-2024,34,Rockin' Around the Christmas Tree - Rerecorded Version,Brenda Lee,75,126146,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b2739bce2860edc684d9c26eb035
27-12-2024,35,Frosty The Snowman,Ella Fitzgerald,84,131733,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b27356849c42c652a7e4025fd6eb
27-12-2024,36,Thank God It's Christmas - 2011 Remaster,Queen,75,261626,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b2734aab69127abbdced0dec07e0
27-12-2024,37,Santa Claus Is Coming to Town,Michael Bublé,79,171806,album,21,FALSE,https://i.scdn.co/image/ab67616d0000b2732ead7786631d8dd3b59be4f0
27-12-2024,38,Popcorn Salé,SANTA,73,238653,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273215b11af12f1cd353e81837d
27-12-2024,39,Laboratoire,Werenoi,76,162840,album,19,TRUE,https://i.scdn.co/image/ab67616d0000b2739d74d3f0042968ea8f084acb
27-12-2024,40,Beuh d'Hollande,Jul,70,169413,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b2734967a6d7e47e5da99c4c2400
27-12-2024,41,Winter Wonderland,Rod Stewart,72,143226,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b2733bc6032a006f5d86f5122a46
27-12-2024,42,"Baby, It's Cold Outside (feat. Meghan Trainor)",Brett Eldredge,83,173560,album,11,FALSE,https://i.scdn.co/image/ab67616d0000b27387b3fbe945e07da0e7af5e88
27-12-2024,43,Overdrive (feat. Norma Jean Martine),Ofenbach & Norma Jean Martine,83,155905,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273249f764814d57dc5dfc462c7
27-12-2024,44,Underneath the Tree,Kelly Clarkson,86,229640,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b273f54a315f1d2445791fe601a7
27-12-2024,45,Gimme Love,Sia,81,177921,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2730df5de7712f0db14d84a4f7e
27-12-2024,46,Santa Baby (feat. Helene Fischer),Robbie Williams,66,207240,album,28,FALSE,https://i.scdn.co/image/ab67616d0000b2731867c1a82b47e642b3566f6a
27-12-2024,47,Strangers,Kenya Grace,95,172964,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2734756c2e9ae436437cd75e9f3
27-12-2024,48,Meuda,Tiakola,75,152546,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b2731bbc72ff946f55d4d3188062
27-12-2024,49,Vive le vent,Dalida,35,155346,album,24,FALSE,https://i.scdn.co/image/ab67616d0000b2734172ee772da70b2f936ba119
27-12-2024,50,My Only Wish (This Year),Britney Spears,88,255400,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27316ed688a08ecd351560f4566
28-12-2024,1,Petit génie,Jungeli & Imen Es & Alonzo,79,217259,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2737b6ae17633cbb6f9c1b5d4ac
28-12-2024,2,FLASHBACK,Favé,75,176120,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b273bed20ca2a508148c3f8cffd8
28-12-2024,3,Si No Estás,iñigo quintero,94,184061,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2735cb9531348f45311cd6fb8df
28-12-2024,4,LAISSE MOI,KeBlack,78,168620,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273ab5360bcfb07322f015687e1
28-12-2024,5,Casanova,Soolking & Gazo,82,189090,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2735e90edde8fea572f0400c369
28-12-2024,6,J'fais plaisir à la zone,Jul,72,183106,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b2734967a6d7e47e5da99c4c2400
28-12-2024,7,Bécane - A COLORS SHOW,Yamê,82,182440,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2737dfba3f3ae607f250cdd969c
28-12-2024,8,Saiyan,Heuss L'enfoiré,72,189840,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b273e867057ecb11903ffe53224b
28-12-2024,9,NOTRE DAME,Gazo & Tiakola,75,216386,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b2737dfe25eb478d69089abbaec1
28-12-2024,10,greedy,Tate McRae,96,131872,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8
28-12-2024,11,I love you,Dadju & Tayc,74,238344,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27324805a68fdded5f9cec3f69c
28-12-2024,12,Bolide allemand,SDM,76,176746,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b273455e89dbf3ce2e6d337be1d0
28-12-2024,13,Lose Control,Teddy Swims,83,210688,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b2731a0323cc23419360a34a3ace
28-12-2024,14,Laboratoire,Werenoi,74,162840,album,19,TRUE,https://i.scdn.co/image/ab67616d0000b2739d74d3f0042968ea8f084acb
28-12-2024,15,Beuh d'Hollande,Jul,70,169413,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b2734967a6d7e47e5da99c4c2400
28-12-2024,16,Strangers,Kenya Grace,93,172964,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2734756c2e9ae436437cd75e9f3
28-12-2024,17,Overdrive (feat. Norma Jean Martine),Ofenbach & Norma Jean Martine,81,155905,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273249f764814d57dc5dfc462c7
28-12-2024,18,Popcorn Salé,SANTA,72,238653,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273215b11af12f1cd353e81837d
28-12-2024,19,Gimme Love,Sia,80,177921,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2730df5de7712f0db14d84a4f7e
28-12-2024,20,Meuda,Tiakola,74,152546,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b2731bbc72ff946f55d4d3188062
28-12-2024,21,Houdini,Dua Lipa,90,185917,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273001d5706fddc72561f6488af
28-12-2024,22,Sans Coeur,Shay & Niska,72,176000,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273d99a8b4601f24196f1301d5f
28-12-2024,23,Postiché,Jul,70,276546,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b2734967a6d7e47e5da99c4c2400
28-12-2024,24,Vois sur ton chemin - Techno Mix,BENNETT,87,178156,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2731b96e645016c4d431842aa93
28-12-2024,25,Tattoo,Loreen,85,183374,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2732b0ba87db609976eee193bd6
28-12-2024,26,Périph,PLK,68,168849,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27315042e5bdc1292bb08385778
28-12-2024,27,SEYA,GIMS,71,188484,album,21,FALSE,https://i.scdn.co/image/ab67616d0000b2738c127b14ce91c9e0f45cda94
28-12-2024,28,Paint The Town Red,Doja Cat,85,230480,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b273a840032f14ab22da396e43cb
28-12-2024,29,100K,Gazo & Tiakola,73,116906,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b2737dfe25eb478d69089abbaec1
28-12-2024,30,Daylight,David Kushner,91,212953,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27395ca6a9b4083a86c149934ae
28-12-2024,31,1 2 3 4,Zokush,66,180793,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b2739711fe75facefc7a93d4738c
28-12-2024,32,Ailleurs,Josman,72,165506,album,13,TRUE,https://i.scdn.co/image/ab67616d0000b2735a7c027718559ea175420718
28-12-2024,33,T'aimerais (feat. Ziak),Kerchak & Ziak,67,153253,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27344723956c478e856571822b9
28-12-2024,34,Meridian,Dave & Tiakola,76,255160,single,2,TRUE,https://i.scdn.co/image/ab67616d0000b2734272d95e66df0e8859cc4952
28-12-2024,35,Celui qui part,Joseph Kamel,59,156413,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273e9cbe90c0b6935964497afeb
28-12-2024,36,Nouvelles,PLK,71,179653,single,10,TRUE,https://i.scdn.co/image/ab67616d0000b273390bfa914f9f7b04582aba5d
28-12-2024,37,Water,Tyla,92,200255,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273d20231861e86a6f74ef2393e
28-12-2024,38,Chemin d'or,Werenoi,71,212093,album,19,TRUE,https://i.scdn.co/image/ab67616d0000b2739d74d3f0042968ea8f084acb
28-12-2024,39,La League,Werenoi,71,173427,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27348a9bc2fa970c5dd0484d642
28-12-2024,40,Citadelle,Merveille,59,165728,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27336209a878e7013179a1a7b8e
28-12-2024,41,CARTIER,Gazo & Tiakola,72,229093,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b2737dfe25eb478d69089abbaec1
28-12-2024,42,Demain,PLK,70,183013,single,10,TRUE,https://i.scdn.co/image/ab67616d0000b273390bfa914f9f7b04582aba5d
28-12-2024,43,On My Love,Zara Larsson & David Guetta,68,222911,single,4,FALSE,https://i.scdn.co/image/ab67616d0000b27320e6d104acd0787e0d9d0de7
28-12-2024,44,No love,Ninho,72,202186,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b27318d7aeed9b54d67eb3f65e44
28-12-2024,45,Mon amour,Slimane,68,180908,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2732f96c983f32d70f614091d0d
28-12-2024,46,Children of the Sky (a Starfield song),Imagine Dragons,74,207611,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273900eb397dfbeaca3fc76299c
28-12-2024,47,Ghetto,Merveille,70,137437,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b2732beb4fe988221b208dd3f53a
28-12-2024,48,Solitaire,Werenoi,70,146440,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b27311b232781481f23f659ba798
28-12-2024,49,Urus,Favé,68,147788,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273583586e9318379d1add68cfe
28-12-2024,50,Prada,cassö & RAYE & D-Block Europe,90,132359,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273e4b7dccdfd54375ded9ccc5c
29-12-2024,1,Petit génie,Jungeli & Imen Es & Alonzo,79,217259,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2737b6ae17633cbb6f9c1b5d4ac
29-12-2024,2,FLASHBACK,Favé,75,176120,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b273bed20ca2a508148c3f8cffd8
29-12-2024,3,Si No Estás,iñigo quintero,94,184061,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2735cb9531348f45311cd6fb8df
29-12-2024,4,LAISSE MOI,KeBlack,78,168620,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273ab5360bcfb07322f015687e1
29-12-2024,5,Casanova,Soolking & Gazo,82,189090,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2735e90edde8fea572f0400c369
29-12-2024,6,J'fais plaisir à la zone,Jul,73,183106,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b2734967a6d7e47e5da99c4c2400
29-12-2024,7,Bécane - A COLORS SHOW,Yamê,82,182440,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2737dfba3f3ae607f250cdd969c
29-12-2024,8,Saiyan,Heuss L'enfoiré,72,189840,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b273e867057ecb11903ffe53224b
29-12-2024,9,NOTRE DAME,Gazo & Tiakola,76,216386,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b2737dfe25eb478d69089abbaec1
29-12-2024,10,greedy,Tate McRae,96,131872,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8
29-12-2024,11,I love you,Dadju & Tayc,74,238344,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27324805a68fdded5f9cec3f69c
29-12-2024,12,Bolide allemand,SDM,76,176746,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b273455e89dbf3ce2e6d337be1d0
29-12-2024,13,Lose Control,Teddy Swims,83,210688,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b2731a0323cc23419360a34a3ace
29-12-2024,14,Laboratoire,Werenoi,75,162840,album,19,TRUE,https://i.scdn.co/image/ab67616d0000b2739d74d3f0042968ea8f084acb
29-12-2024,15,Beuh d'Hollande,Jul,70,169413,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b2734967a6d7e47e5da99c4c2400
29-12-2024,16,Strangers,Kenya Grace,93,172964,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2734756c2e9ae436437cd75e9f3
29-12-2024,17,Overdrive (feat. Norma Jean Martine),Ofenbach & Norma Jean Martine,81,155905,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273249f764814d57dc5dfc462c7
29-12-2024,18,Popcorn Salé,SANTA,73,238653,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273215b11af12f1cd353e81837d
29-12-2024,19,Gimme Love,Sia,80,177921,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2730df5de7712f0db14d84a4f7e
29-12-2024,20,Meuda,Tiakola,74,152546,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b2731bbc72ff946f55d4d3188062
29-12-2024,21,Houdini,Dua Lipa,90,185917,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273001d5706fddc72561f6488af
29-12-2024,22,Sans Coeur,Shay & Niska,72,176000,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273d99a8b4601f24196f1301d5f
29-12-2024,23,Postiché,Jul,70,276546,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b2734967a6d7e47e5da99c4c2400
29-12-2024,24,Vois sur ton chemin - Techno Mix,BENNETT,87,178156,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2731b96e645016c4d431842aa93
29-12-2024,25,Tattoo,Loreen,85,183374,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2732b0ba87db609976eee193bd6
29-12-2024,26,Périph,PLK,68,168849,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27315042e5bdc1292bb08385778
29-12-2024,27,SEYA,GIMS,71,188484,album,21,FALSE,https://i.scdn.co/image/ab67616d0000b2738c127b14ce91c9e0f45cda94
29-12-2024,28,Paint The Town Red,Doja Cat,85,230480,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b273a840032f14ab22da396e43cb
29-12-2024,29,100K,Gazo & Tiakola,73,116906,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b2737dfe25eb478d69089abbaec1
29-12-2024,30,Daylight,David Kushner,91,212953,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27395ca6a9b4083a86c149934ae
29-12-2024,31,1 2 3 4,Zokush,67,180793,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b2739711fe75facefc7a93d4738c
29-12-2024,32,Ailleurs,Josman,72,165506,album,13,TRUE,https://i.scdn.co/image/ab67616d0000b2735a7c027718559ea175420718
29-12-2024,33,T'aimerais (feat. Ziak),Kerchak & Ziak,67,153253,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27344723956c478e856571822b9
29-12-2024,34,Meridian,Dave & Tiakola,76,255160,single,2,TRUE,https://i.scdn.co/image/ab67616d0000b2734272d95e66df0e8859cc4952
29-12-2024,35,Celui qui part,Joseph Kamel,59,156413,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273e9cbe90c0b6935964497afeb
29-12-2024,36,Nouvelles,PLK,71,179653,single,10,TRUE,https://i.scdn.co/image/ab67616d0000b273390bfa914f9f7b04582aba5d
29-12-2024,37,Water,Tyla,92,200255,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273d20231861e86a6f74ef2393e
29-12-2024,38,Chemin d'or,Werenoi,71,212093,album,19,TRUE,https://i.scdn.co/image/ab67616d0000b2739d74d3f0042968ea8f084acb
29-12-2024,39,La League,Werenoi,72,173427,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27348a9bc2fa970c5dd0484d642
29-12-2024,40,Citadelle,Merveille,61,165728,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27336209a878e7013179a1a7b8e
29-12-2024,41,CARTIER,Gazo & Tiakola,72,229093,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b2737dfe25eb478d69089abbaec1
29-12-2024,42,Demain,PLK,71,183013,single,10,TRUE,https://i.scdn.co/image/ab67616d0000b273390bfa914f9f7b04582aba5d
29-12-2024,43,On My Love,Zara Larsson & David Guetta,69,222911,single,4,FALSE,https://i.scdn.co/image/ab67616d0000b27320e6d104acd0787e0d9d0de7
29-12-2024,44,No love,Ninho,72,202186,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b27318d7aeed9b54d67eb3f65e44
29-12-2024,45,Mon amour,Slimane,69,180908,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2732f96c983f32d70f614091d0d
29-12-2024,46,Children of the Sky (a Starfield song),Imagine Dragons,74,207611,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273900eb397dfbeaca3fc76299c
29-12-2024,47,Ghetto,Merveille,70,137437,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b2732beb4fe988221b208dd3f53a
29-12-2024,48,Solitaire,Werenoi,70,146440,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b27311b232781481f23f659ba798
29-12-2024,49,Urus,Favé,68,147788,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273583586e9318379d1add68cfe
29-12-2024,50,Prada,cassö & RAYE & D-Block Europe,90,132359,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273e4b7dccdfd54375ded9ccc5c
30-12-2024,1,Petit génie,Jungeli & Imen Es & Alonzo,80,217259,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2737b6ae17633cbb6f9c1b5d4ac
30-12-2024,2,FLASHBACK,Favé,75,176120,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b273bed20ca2a508148c3f8cffd8
30-12-2024,3,Casanova,Soolking & Gazo,82,189090,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2735e90edde8fea572f0400c369
30-12-2024,4,LAISSE MOI,KeBlack,78,168620,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273ab5360bcfb07322f015687e1
30-12-2024,5,Si No Estás,iñigo quintero,94,184061,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2735cb9531348f45311cd6fb8df
30-12-2024,6,J'fais plaisir à la zone,Jul,73,183106,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b2734967a6d7e47e5da99c4c2400
30-12-2024,7,Bécane - A COLORS SHOW,Yamê,83,182440,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2737dfba3f3ae607f250cdd969c
30-12-2024,8,greedy,Tate McRae,96,131872,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8
30-12-2024,9,Saiyan,Heuss L'enfoiré,73,189840,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b273e867057ecb11903ffe53224b
30-12-2024,10,NOTRE DAME,Gazo & Tiakola,76,216386,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b2737dfe25eb478d69089abbaec1
30-12-2024,11,Bolide allemand,SDM,77,176746,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b273455e89dbf3ce2e6d337be1d0
30-12-2024,12,I love you,Dadju & Tayc,75,238344,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27324805a68fdded5f9cec3f69c
30-12-2024,13,Lose Control,Teddy Swims,84,210688,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b2731a0323cc23419360a34a3ace
30-12-2024,14,Popcorn Salé,SANTA,73,238653,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273215b11af12f1cd353e81837d
30-12-2024,15,Laboratoire,Werenoi,75,162840,album,19,TRUE,https://i.scdn.co/image/ab67616d0000b2739d74d3f0042968ea8f084acb
30-12-2024,16,Overdrive (feat. Norma Jean Martine),Ofenbach & Norma Jean Martine,82,155905,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273249f764814d57dc5dfc462c7
30-12-2024,17,Beuh d'Hollande,Jul,71,169413,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b2734967a6d7e47e5da99c4c2400
30-12-2024,18,Strangers,Kenya Grace,93,172964,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2734756c2e9ae436437cd75e9f3
30-12-2024,19,Houdini,Dua Lipa,90,185917,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273001d5706fddc72561f6488af
30-12-2024,20,Gimme Love,Sia,80,177921,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2730df5de7712f0db14d84a4f7e
30-12-2024,21,Meuda,Tiakola,75,152546,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b2731bbc72ff946f55d4d3188062
30-12-2024,22,Sans Coeur,Shay & Niska,72,176000,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273d99a8b4601f24196f1301d5f
30-12-2024,23,Vois sur ton chemin - Techno Mix,BENNETT,87,178156,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2731b96e645016c4d431842aa93
30-12-2024,24,Périph,PLK,69,168849,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27315042e5bdc1292bb08385778
30-12-2024,25,Tattoo,Loreen,85,183374,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2732b0ba87db609976eee193bd6
30-12-2024,26,Paint The Town Red,Doja Cat,85,230480,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b273a840032f14ab22da396e43cb
